,bill_easterly,economisthulk,economistmeg,eu_eurostat,ezraklein,faulljonathan,fgoria,firoozye,justinwolfers,kathylienfx,katie_martin_fx,keithmccullough,lamonicabuzz,laurenlacapra,queen_europe,reformedbroker,reinman_mt,rencapman,dsquareddigest,howardlindzon,commandrec1,leeott,princlywilliam,visualdensity,decsbarmyarmy,dom,andrew,chrisfralic,katelyntarv,wrickr,joshk,hook,eeismann,kellan,geyers,gabe,vanhoosear,jaynerington,jbartmoore,atvelu,rabble,cakemonster88,rileyadams69,jimhwilliams,heyitsnoah,_oi___,rjones,phelima,tonystubblebine,getluky,lukeduke9999,brs,barservice24_7,marciadorsey,lowellb23,owen1774,branx3,evankrasts,jeremy,jessicaxo21_,nwaugba,terryapodaca,elliexxsmile,ijustine,darkside,sethstil,ev,narnoc,aron,jorgepinon,anete,cbethel10,zetikala,jeffsmith,cosima_rose,pederdray,stakkd,aliciaa_jade,amir_eshghi,kushwaha,mole00,adam,dan,jazmindestyles6,joe_sixpack,jo,shannon,gosolar108,flashyourtv,brothersloth,ad2236,achumeko,urbanallard,biasparis,ericost,ueregistrar,crystal,tereseolsson2,hannahmdavis,ruby_pseudo,ki1cx,cbrumelle,niall,ryanpollock,rayreadyray,rodwagete,unaisppr,largeheartedboy,leewmurdock,tim535353,trifx,mikeq,cw,guzzishoes,kati,sofiasdw,neiled,andykeep,jaspre150,fansdetwilight,badoug12,fbgfernandes,biz,waqas,raniranuch,muhammadfatich1,halfshadows,erlingoentoro,praveenrajan,salim,tacoblosh,mweigel,jodopod,mkgobaco,dunstan,therealdjkurupt,ziqohelapejyt,huckdgear,manjeet,dannilizaitis,theentrenous,kelvinchua2000,shashikapadiamd,ariel,jack,riccard0,richard,jennythomasson,lebron1111ny,ramalagianambi,gertrudej2k,michalp,freshfunk5,elly,vampiress101,heppy,antoinegavin,alissa,gretta,blavine,rockfellers
vanhoosear,0.8799922442481687,0.9817369653502059,0.9550076230625263,0.9691202292468779,0.9591190043654311,0.9785089927113924,0.9599677001676395,0.8399874729609658,0.9238415692325639,0.9564878293358973,0.9830452528927276,0.9446480759938456,0.9083600098114671,0.9054405849029543,0.9623683950737023,0.9173239498373077,0.9272976434059944,0.9478392866105272,0.9669870294619666,0.9544448705305204,0.9300517011527758,0.9115277026468905,1.0,0.9274784933274224,0.9916058215265866,0.9144624554801173,0.936260787073489,0.9151883289781073,0.9943244994785952,0.8971927296514122,0.8839133618987304,0.9365194724648495,0.9352499827328802,0.8380955353163291,0.865693144425385,0.9632552791539325,0.0,0.9315941859567471,0.9251364205307065,0.8360371342423689,0.8617578903077425,0.9701403192668341,0.883203218527457,0.9159210298723074,0.844625497952753,0.9746183900556071,1.0,0.9134663433759675,0.8920302981325903,0.9473706801093604,1.0,0.9172947063120542,1.0,0.9678209935447315,0.9294286760521628,1.0,0.9427313643600452,0.9631030691521916,0.9297274725818604,0.9673543071342757,1.0,0.961859415977943,0.9664232861063463,0.9264868128897945,0.9604218542060078,0.9926719229348755,0.9745150269811361,0.9606904377977932,0.9130625198448089,0.8723643149636386,0.9253423806425445,0.9600613892504466,0.9684159944183612,0.9231039913174665,0.909921166496463,1.0,0.980614475194996,0.9891589788892937,1.0,0.9448002223884161,0,0.9106164530849916,0.9369031528572913,0.9595049593896864,0.9442952201850792,0.9761514477563505,0.9590558324501359,0.9311165370773947,1.0,0.966843536884242,1.0,0.9746183900556071,0.9774760555818186,0.9574583092648643,0.9699368504729774,0.9612289503899919,0.9296040799166653,0.9664232861063463,0.9461513199860999,0.9165727170236754,0.9545369144710806,0.9068473745665805,0.8950405070582227,0.9300932930913814,0.9734985703101419,0.9336605832383957,1.0,0.9423825081184601,0.9608496299006617,0.9578621282290277,0.9664232861063463,1.0,0.9073417462376554,0.9050307116633476,0.9516875281865994,0.9762576779158368,0.912162550078071,0.9574708725369877,0.9884072633820883,0.9407355817648245,1.0,0.9972469778672941,0.8426351515829085,0.8249308698051024,1.0,1.0,0.8620108916356025,0.9308714713954188,0.8268223142602672,0.9627648437746864,0.971995084706011,0.9679678790096322,0.8776309223001678,0.8882481511240944,0.9572660004989861,0.9780245881572949,0.9818900672887448,0.9328465722126925,0.955231048141795,0.9094961919834738,1.0,1.0,0.9851682889765813,0.9756651457841268,0.8647064444482975,0.9457025732274349,0.8546299412077825,0.9704713103167579,1.0,0.8241455964117492,1.0,0.8545002734170772,0.9903811727915058,0.9755693521274097,0.9699680741090915,0.9562641435291732,0.9762576779158368,0.9331073632087159,1.0,0.9365773182008763,1.0
jaynerington,0.9718271992120311,0.9802955095655036,0.9951852636138943,0.9951509843578498,0.9816437093572957,0.9974127233425762,0.9889255405524505,0.9630136639272345,0.942237679065936,0.9872456879292544,0.9938765148370096,0.9830074326226969,0.9764916470678286,0.9673774953250697,0.9683923914109891,0.9742385932951094,0.9517426987566889,0.9714565187080716,0.9888717023185069,0.9903217749321173,0.9682869024006866,0.981064757266754,1.0,0.9452342143051141,0.9757464374963667,0.9707326745601766,0.9861877223345161,0.9509901970590197,1.0,0.8762315571279157,0.9493386983682384,0.9454708373371682,0.9857653287423961,0.9483602220505678,1.0,0.9522245477691974,0.9315941859567471,0.0,0.9036456505128714,0.9575752503132255,0.9286737048378508,0.9607843137254902,0.9539821006691578,0.976534977360987,0.9685750112870903,1.0,1.0,0.9967945589540598,0.9300778777334633,0.9688960939585375,1.0,0.940259251807811,1.0,0.985696029202957,0.9312932395137866,0.946186176480295,1.0,0.9117156998835081,0.9159831949583194,0.9099632428001828,0.9801970491404666,0.9862249021534106,1.0,0.9659352153050398,0.9865465441200737,0.9996349440974472,0.9944774102554457,0.9594363042842582,0.9170595155269656,0.9638449236968907,0.7796000437008471,0.967945589540598,0.9979259851013642,0.9316375249724937,0.9679998862216154,1.0,1.0,0.986078532669622,1.0,0.9627855629346513,0,0.9806305990922833,0.9468269223941245,1.0,0.9857985679500655,0.9954062421212947,0.9585945574672636,0.9920389142129795,1.0,0.9589428544458635,0.9939366093740917,0.9816660300594358,0.9674604313272016,0.993960723561443,0.9808391767890682,1.0,0.9567781089246217,0.9757464374963667,0.9626591977592531,0.9560248338293375,1.0,0.9570507241604419,0.9762505077673234,0.9859081184507001,0.986798032760311,0.98402695395805,1.0,0.9833523977947629,0.9640077852289658,0.9872586925347734,1.0,1.0,0.9756617825705549,1.0,0.9767348772616131,1.0,0.9419905160337023,0.9623429994468372,0.9888349144572355,0.9429218207014607,1.0,1.0,0.958815291646235,0.9209636382023749,1.0,0.8588235294117647,0.9936714881229295,0.9429327941090981,0.822052329958159,0.9588646727990415,1.0,0.974291275163547,0.8537527397787174,0.8863302049436086,0.9691318295408303,0.725243085218344,0.9869186011966454,1.0,0.9919154791654555,0.9256532446821663,1.0,1.0,0.9571462732795536,0.9827102977824914,0.9632086679365465,0.9748986793514416,0.937130426161022,0.9866690364051255,1.0,0.9559911973591196,1.0,0.9423349367851649,0.992280005996889,1.0,1.0,0.9494530485895764,1.0,0.9516812528888691,1.0,0.9622722361054593,1.0
jbartmoore,0.9393269743660952,0.9875097707372907,0.99597619720847,0.9789272554540087,0.9863266439066052,0.9929726690818219,0.9737768788179276,0.9768171540864304,0.9597720813801173,0.9763976703965,0.9820885441052527,0.9611557083812932,0.9488155579031222,0.944621032536096,0.9587921068526053,0.9471548875009417,0.9513668786628956,0.9704203657666448,0.9873782819777039,0.9733084477438833,0.9708012551643804,0.9208765792575826,1.0,0.9532357985562223,1.0,0.917109541784875,0.9345880432832205,0.9736693485724056,1.0,0.9317318653491254,0.9445213203935056,0.9254285096978097,0.971109005147538,0.9669977940021913,1.0,0.9179273985627879,0.9251364205307065,0.9036456505128714,0.0,0.9734083843023732,0.9359200293100125,0.9803358470434431,0.9871805406749342,0.9336709045689982,0.9784270712659721,1.0,1.0,0.9691929716736848,0.9363199936204142,0.9552319380481417,1.0,0.9632117384177232,1.0,0.9611488257560887,0.9555457596033089,1.0,0.982714244572375,0.926914522963241,0.9327105574628143,0.9319201915966032,0.9751752237633183,0.9746731284971175,0.9797306550804535,0.9765550702164144,0.9437829519788536,0.9981694786480998,0.9866666955949092,0.9576248056573787,0.8752319904678962,0.9531655791305209,0.8765507733404994,0.8968634269075535,0.9991333453932297,0.9666728063153891,0.9589935405669229,0.9945827897040507,0.9824462323816038,0.9847296673315248,1.0,0.9788956880719293,0,0.8956804160954321,0.9142978534238075,1.0,0.9604382896287913,1.0,0.9394436552071747,0.9617435803944062,1.0,0.9656874554192132,0.9898653275402268,0.9770167231877241,0.9909352733801008,0.9882727210060721,0.9674398109455116,0.976594976508805,0.8767613278092075,0.9391919652413607,0.9479888366862332,0.9462343383811438,0.9925150483380359,0.9174441495930932,0.7656399780374494,0.9846245259395375,0.9459371539734488,0.9710769546075926,1.0,0.9513050518266003,0.9763659910917794,0.9574070067933349,1.0,1.0,0.9898299533577709,1.0,0.9690675097059066,1.0,0.9424299251401438,0.9668726807395706,0.9953345210649233,0.9522982529511492,1.0,0.9966761514926267,0.9476828886667406,0.8943155486887577,1.0,0.9311754646520509,0.9735554745731534,0.9332303932061999,0.8785243995480977,0.9603332118597301,0.99154709884156,0.9613261672410935,0.8321116606937929,0.908445055166796,0.937349297521402,0.8485269046950557,0.9945337641772087,1.0,1.0,0.8875168425179931,0.9898653275402268,1.0,0.9753778783879675,0.9643579929154302,0.9663699315002439,0.9619776670528277,0.8977112370596526,0.9487512180447649,1.0,0.8896620321129378,1.0,0.9432575456644035,0.9941933767840415,0.9016792352172156,1.0,0.9698261236993255,1.0,0.9684521426256603,0.9965238360245323,0.9617134595964123,0.9856674087571796
atvelu,0.9462723817301143,0.9946055318469428,0.9909570631203078,0.9887069238704619,0.9862094399929116,0.9961125050051086,0.9842845823930763,0.9055249336732293,0.9731363098443944,0.9719385675276201,0.9907991988973764,0.9617018996943704,0.8856672394537967,0.9417926412523927,0.9895518044565149,0.9577734978918614,0.9765413091834644,0.985418143159968,0.9832792517899721,0.969461901978659,0.9382161368012084,0.8968650505011393,1.0,0.9534894139818278,0.9726684806095374,0.9572461181312157,0.9930821519558608,0.8895409794578845,0.9979467244532405,0.8847001906416583,0.9055052197696405,0.9664821903674425,0.915974894158655,0.8950239436919555,1.0,0.9661016780673283,0.8360371342423689,0.9575752503132255,0.9734083843023732,0.0,0.9598109346001829,0.9896884288955756,0.95390407830031,0.9004502288145377,0.8566614531488588,0.9449048356108923,1.0,0.9614694903639112,0.8841635011279593,0.9247047817073646,1.0,0.9267722437578243,1.0,0.9919403746327694,0.8984302016570165,0.9898928005539844,0.9766916019474644,0.9536973006897355,0.9631803264859615,0.9871157981992482,1.0,0.9855116241066181,1.0,0.9623648446922513,0.9772588012464651,0.9920465720763257,0.9880141014478384,0.9634307764613947,0.9163254552130369,0.8886346423687755,0.92249436051893,0.9855510588864667,0.9750696238389746,0.9550610617148141,0.9326858244906017,1.0,0.975453550990641,0.9908485472337365,1.0,0.9161255499595692,0,0.9644292242564056,0.9771729008169167,0.923086210499465,0.9644362243107377,0.9982744200634702,0.9800028142207154,0.9671048424910857,1.0,0.9177464858589137,1.0,1.0,0.9918513152952763,0.9794494386229001,0.9625730455412277,0.9789601865634066,0.9598882957217697,1.0,0.9929867288544688,0.9816459478629518,0.9865428901099896,0.9612801141196685,0.9615703893218086,0.8117896795396248,0.986114431561146,0.9439995519946239,1.0,0.9737355711198065,0.9729600708961731,0.9861735140790883,1.0,1.0,0.960383341166511,1.0,0.9761657824625873,1.0,0.9291810726670392,0.9627754797407001,0.9832239764385113,0.97141252293167,1.0,1.0,0.9517321927042857,0.8238459350563605,1.0,0.973484531445766,0.8621214922798679,0.9657016227256939,0.8438111898732169,0.9833594904475703,0.9772039369960325,0.9884114589555028,0.8985802327658691,0.8292062203382415,0.9635579741460498,0.9601042638855044,0.995086158236277,1.0,0.9939263290243416,0.9576275399008898,1.0,1.0,0.9637808632452034,0.9792171801524611,0.9827248229763051,0.9693558969770463,0.7839381474903597,0.9719575114841956,1.0,0.7971160847185632,1.0,0.8602512102367477,0.9942001876835297,0.991161510481922,0.967405261181105,0.9742315963984963,1.0,0.9523555899584324,1.0,0.9554597461785054,1.0
rabble,0.9145978860567483,0.9964566028010736,0.9489166753452566,0.991915468248077,0.9818550009707473,0.9862747736465673,0.9813495794772337,0.9271225338079943,0.9249576464421837,0.9806684961688515,0.9814374658183489,0.963639493710513,0.9381141811230926,0.9505545990558307,0.9386788615471664,0.9467552553297245,0.9397647460363399,0.9550065929480075,0.9469894907748513,0.9677279169060962,0.9967412184815365,0.8923755994998738,1.0,0.9314284938984172,1.0,0.9236022046129999,0.9581299097707306,0.952246409502474,0.9917150697866507,0.924962471851542,0.9179178656686653,0.8985671769133751,0.9568494795446193,0.8250444829038703,0.8529570755812385,0.9718395920228468,0.8617578903077425,0.9286737048378508,0.9359200293100125,0.9598109346001829,0.0,0.9227298469076717,0.8140037780098892,0.962342354558423,0.8775219688850561,0.9722114992811636,1.0,0.9757078251196926,0.9293467826420858,0.9423799397746244,1.0,0.8999205403132473,1.0,0.9620594812736819,0.9462514983695028,0.9592176304856908,1.0,0.9444557776872298,0.8832690010060475,0.9675077971931227,1.0,0.966594092373627,1.0,0.9119228353176925,0.9592176304856908,0.9983400720776697,0.9804688341352644,0.9385182646633671,0.8635131782227041,0.9068405738602976,0.9431392958033599,0.9416987802872623,0.9308418840466035,0.8877494481381502,0.8350930192481371,0.9803505627027035,0.9929253940003665,0.9683491868232909,1.0,0.9516525842702748,0,0.931498264523051,0.9309197964186344,1.0,0.9497752797666077,0.9930373157298504,0.9731039040025219,0.9547506679883333,1.0,0.9585135671672798,0.9908098172238274,1.0,0.9671202025389285,0.9235402395465375,0.9632137848498886,1.0,0.9229285659922826,0.9632392688953096,0.9528359600024434,0.9210045087472815,0.972850400793,0.895843967331882,0.8920098400751344,0.9810143678364646,0.959979984987489,0.975789913321682,1.0,0.9646744992881746,0.945447184146162,0.9442103758887125,1.0,1.0,0.9077773969950507,0.8960249510179927,0.9775601833682732,0.9740062377544982,0.906580714426265,0.87082776316507,0.9661545220553106,0.927906274908941,1.0,1.0,0.8551786536545617,0.9081578329076312,1.0,1.0,0.9376518520975481,0.9048545783172719,0.8611381724684426,0.985611965868665,0.9693394307735832,0.9493438138500077,0.8635910159720152,0.8826447710649035,0.9799486921247144,0.9842520950701767,0.9900863680580678,0.9264785377906193,0.9264785377906193,0.9028567495253079,1.0,1.0,1.0,0.972920754886921,0.8536194344641482,0.9143972551726747,0.8742977796676389,0.983835579849214,1.0,0.921168676004084,1.0,0.8336542570417927,0.9789380746624662,0.9821684262094627,1.0,0.9370677335108903,1.0,0.9038778275829675,0.9810867598802242,0.9183094864340213,1.0
cakemonster88,0.9729107684731068,0.9984692839351733,0.9959877196782452,0.9927264765367747,0.9940142530512921,0.9989219680594068,0.9979491741763797,0.9784246372908868,0.9541568881475683,0.9878530361230995,0.9770369306387858,0.9958351550545825,0.9742232972234963,0.9677173130821002,0.9715531522698903,0.9648708090387856,0.9455922584021493,0.9781166643428548,0.9748288504823369,0.9564479871945277,0.9991041497853301,0.9960551577639071,1.0,0.9305506340825722,1.0,0.9864503122963781,0.9769795372241934,0.9679102480743581,1.0,0.9669950819007775,0.9767074475256268,0.9462970367714535,0.9694971330194202,0.9569668517088065,1.0,0.9668226026174982,0.9701403192668341,0.9607843137254902,0.9803358470434431,0.9896884288955756,0.9227298469076717,0.0,0.9872172501858771,0.9758448296363101,0.9494955538542523,1.0,1.0,0.9919863973851495,0.9731068760513321,0.9395201826971562,1.0,0.9240139606327421,1.0,0.9940400121678987,0.9815304407295126,1.0,1.0,0.9694614056200814,0.9241514954484829,0.942833804952497,0.9669950819007775,0.9816332028712141,1.0,0.9398856740677173,0.9803803768417743,1.0,0.9867048765408877,0.88844983678171,0.934832476485473,0.9608320006716315,1.0,0.9813015938986822,1.0,0.9264153914634482,0.9555553975300214,1.0,0.9922206661998444,0.9028397592567369,1.0,0.9778485493658639,0,0.9892392217179352,0.9388087598980004,1.0,0.9802757888195354,0.9980859342172061,0.972889293579756,0.9933657618441496,1.0,0.9800416653556281,1.0,1.0,0.9638449236968907,0.9985197851866282,0.9840326473242235,1.0,0.9533881566834156,1.0,0.961103330999222,0.885990309927912,0.9751216069155612,0.9427342988805892,0.9862983698657635,0.9862995596048474,0.9812972130771073,1.0,1.0,0.9861269981623024,0.9828608501090313,0.9657872299544841,1.0,1.0,0.9729575361895054,1.0,0.9876624349114614,0.9857084512381242,0.9063388540127485,0.9273285954237209,0.9674351671669368,0.8890146513639514,1.0,1.0,0.9574424680344429,0.9582863646068089,1.0,1.0,0.9815418403585443,0.9357993933727354,0.9691674829135424,0.9815418403585443,1.0,0.974291275163547,0.9276799262642009,0.8984110527273796,0.9559026136297577,0.9826833877238452,0.9945494171652689,1.0,0.9797886979136389,0.893179949255986,1.0,1.0,1.0,0.9884735318549943,0.9655081261905123,0.9686233491893019,0.9554116497595901,0.9822253818735006,1.0,0.9783289986995665,1.0,0.9410948278988243,0.9909933403297039,1.0,1.0,0.9217725751981538,1.0,0.9698007830555432,1.0,0.9865257986090926,1.0
rileyadams69,0.9717439706679658,0.9989113765980181,0.9843058794856414,1.0,0.9843910816380196,0.9831330197919982,1.0,0.9397196472286985,0.9820683684969792,0.9881217225816701,1.0,1.0,0.9435373696397712,0.9867079555662163,0.9587887204127633,1.0,0.9259766789802395,0.9851135414487042,0.968908160709571,0.9873811383718732,1.0,0.9382786600151632,1.0,1.0,1.0,0.9152001695994912,0.9399699774812336,0.977178226770618,1.0,0.9677251387816048,0.943056675957159,0.9676830319649801,1.0,0.8217734422641987,0.6837722339831621,1.0,0.883203218527457,0.9539821006691578,0.9871805406749342,0.95390407830031,0.8140037780098892,0.9872172501858771,0.0,0.991001574586683,0.9268336207140476,1.0,1.0,1.0,0.9649356563340862,0.9324091136411,1.0,0.9590039969154606,1.0,0.9533747595879843,0.9855511845736966,1.0,1.0,0.9782813878618465,0.977178226770618,0.9440983005625052,1.0,0.9820394697973225,1.0,1.0,1.0,1.0,0.9959996799615949,1.0,1.0,0.9292893218813453,0.9388582159484257,1.0,1.0,0.9257218647291793,0.9026462312682918,1.0,0.9695709690274907,1.0,1.0,0.965341650339331,0,0.9438786466733686,0.9669860899599761,1.0,0.9691393300075816,0.985026181294113,0.9614385056360151,0.9740500351946159,1.0,0.9553900263254529,1.0,1.0,1.0,1.0,0.9916724476825087,1.0,0.9834251613967051,1.0,1.0,0.96814633232567,1.0,0.9066683258816803,0.9642705199494752,0.9948962317727763,0.9913933703417613,0.9652894932749688,1.0,1.0,1.0,0.926166077979794,1.0,1.0,0.9206671171978082,0.7763932022500211,0.9724236283430133,1.0,1.0,0.9612378512770163,0.981803136868829,1.0,1.0,1.0,0.7637275242134578,0.9484745960070455,1.0,1.0,0.9174863002992966,0.9813983667048919,0.862169083738181,1.0,1.0,0.9832399619211503,0.9476145334841273,0.9570413680388105,1.0,1.0,1.0,0.841886116991581,0.894590744661054,1.0,1.0,1.0,1.0,0.9962428310572794,0.7601498595213243,1.0,0.9476775135763663,1.0,1.0,0.9608769601782025,1.0,0.9151125312372834,1.0,1.0,1.0,0.9882312211710538,1.0,0.9409375576781381,1.0,0.9648635815536847,1.0
jimhwilliams,0.9631323329989833,0.9876571704277342,0.9717555254247873,0.9746834467450538,0.9737816049696043,0.9757157978640643,0.9833976773389269,0.9631148784355327,0.9096403887733503,0.9893114206612471,0.991019517626298,0.9583677949228833,0.8424968219397766,0.9102943971790766,0.955499604933628,0.9203169647511396,0.9633648666826717,0.9819161172627937,0.9664266883818684,0.9795610206709002,0.9612159864263146,0.9888921025147294,0.9866894303985905,0.9650793369246241,0.9857722401693882,0.9799695450908262,0.9648885807873343,0.815175978216196,1.0,0.9709577068601115,0.9169911588218935,0.9432936438427033,0.9510903849426361,0.9287218494907629,1.0,0.9330482792611816,0.9159210298723074,0.976534977360987,0.9336709045689982,0.9004502288145377,0.962342354558423,0.9758448296363101,0.991001574586683,0.0,0.922310899601482,0.9677344735211257,1.0,0.9699137013155967,0.9400504625825187,0.9898631408413243,1.0,0.9262201047999321,1.0,0.9664357001419605,0.9219900472453755,1.0,0.9757330512958239,0.9765480026312879,0.938391992738732,0.9572426818063935,1.0,0.9757575262881371,1.0,0.8824513317558318,0.960539294150571,0.9985009421218666,0.9845214699571562,0.9571677382768637,0.9666365654997064,0.9045572855536334,0.9779928086629911,0.9323058279600925,1.0,0.8629808166846767,0.946186690077977,1.0,0.9835711980636619,0.9887708031036513,1.0,0.9719316483066829,0,0.9393995425595081,0.9539536528999478,1.0,0.9944460512573647,0.9946103683689018,0.9774454724940765,0.9591359560135965,1.0,0.9598580479199555,0.9964430600423471,0.9569792980281676,0.9936371523702422,0.9829112291396652,0.953540387789247,0.9835711980636619,0.9582387143053356,0.9857722401693882,0.9726186634394365,0.9484060865125522,0.9894921029749248,0.8874616934940037,0.9174793409352475,0.9145778674416756,0.9814129323904713,0.9750128075341097,1.0,0.9472640910447919,0.9638046513815484,0.9692720068874439,1.0,1.0,0.8905397755964295,1.0,0.9714634487945902,0.9698183636280425,0.893656730113544,0.9500055764060743,0.9754385326536731,0.94977472114623,1.0,0.9976668748563926,0.9536127945326923,0.8624512402659181,1.0,0.9930985227532315,0.8607824926874474,0.9665229180456193,0.9100810615767443,0.9758689653991576,0.9940666139911504,0.9472151165980914,0.902894337083912,0.9449151935075721,0.9301546335588148,0.986116897781058,0.9846522340464664,1.0,0.9762870669489804,0.9187882689481146,0.9573167205081646,1.0,0.9811456812313497,0.9841099558867378,0.968974817007605,0.9631873089195282,0.7991168036171279,0.9390017843020503,1.0,0.8885188440034197,1.0,0.8635975792523969,0.9945655049783186,0.9930985227532315,1.0,0.938577722471104,1.0,0.9025640199737052,1.0,0.9873531023727895,1.0
heyitsnoah,0.9007652147573149,0.9956988658326357,0.9586618489319317,0.9819592654305638,0.9383294057797292,0.980254466059083,0.9741750949574076,0.9029691066041667,0.9265284171011066,0.9869636417372006,0.9853959031865136,0.9523222108897225,0.9220980082640982,0.9260876618958753,0.9541677422802843,0.96201939879631,0.9187597242739358,0.9400946450076207,0.9514692841339433,0.9519896263658956,0.9933339889455729,0.914197387544012,1.0,0.9409403513033062,1.0,0.9239949172077662,0.960470385434629,0.9198502472282103,1.0,0.9480484357792553,0.883342568347801,0.9550742047281768,0.8739047337039768,0.7913569292459626,0.814902074646901,0.9772117573206954,0.844625497952753,0.9685750112870903,0.9784270712659721,0.8566614531488588,0.8775219688850561,0.9494955538542523,0.9268336207140476,0.922310899601482,0.0,1.0,1.0,0.9785946734036792,0.880275216823249,0.9010923914478204,1.0,0.9220122431168214,1.0,0.9829429998785787,0.9259982743200458,1.0,0.9901342474296955,0.8967103061377992,0.9565855505819473,0.9631888755060425,0.9811085221015474,0.9658332189103664,1.0,0.9005977773635094,0.9807486520910788,0.9919901711636346,0.9888778205385845,0.965173001242281,0.8734032445630224,0.9344671722659125,0.9776323851893136,0.9816525772031537,1.0,0.9239147289497059,0.9084182786979007,0.9876326246486794,0.9866417078713684,0.9734385956667407,1.0,0.9340685251258605,0,0.9178760755292549,0.9541053429896866,0.8744294702085234,0.9187133145153799,0.9824707184192957,0.974607355697784,0.975317355423698,1.0,0.9477767959390678,0.9942156898327157,0.9825098900472037,0.9793054228208145,0.9908496906504886,0.9646607826196595,1.0,0.9611929303087321,0.9768627593308626,0.9614093782950642,0.920759003955904,0.9886080101955529,0.8825456605115372,0.9477160662186687,0.8558582426263525,0.9811085221015474,0.9847621473984927,1.0,0.9682372782366359,0.9803796591532139,0.9621848748011013,1.0,1.0,0.8839100041409366,0.8691160017992623,0.9697350509802178,0.9836395002249078,0.875486183495964,0.9243710379892182,0.9840232169239622,0.9455489653864811,1.0,1.0,0.7831241983822159,0.7587246559097323,1.0,1.0,0.8611437410824565,0.931949292149596,0.8218389259610809,0.9305718705412283,1.0,0.9656644035181244,0.8773486428104991,0.8805611527322349,0.9074510373234506,0.9851323794938265,0.987520700418471,0.9074510373234506,0.9305882779925878,0.9315208946655612,1.0,0.9672790004498156,0.9795593536299693,0.987904468292202,0.8354784404682649,0.982040515794168,0.8506983714126286,0.964391342657403,1.0,0.8072589278583151,1.0,0.8544872810395363,0.9837977373339467,1.0,1.0,0.9345580008996311,1.0,0.9049295287575273,0.9960319959611412,0.9537255186617253,1.0
_oi___,1.0,1.0,1.0,0.9962216774514584,0.9751250322839947,1.0,1.0,1.0,1.0,0.978704114500002,1.0,1.0,1.0,0.9841129682161976,0.9704458597660337,1.0,1.0,0.9911036394239103,0.987612714721084,1.0,1.0,1.0,1.0,1.0,0.9055088817476932,1.0,1.0,0.9727227637205009,1.0,1.0,0.9863879419986795,1.0,1.0,1.0,1.0,1.0,0.9746183900556071,1.0,1.0,0.9449048356108923,0.9722114992811636,1.0,1.0,0.9677344735211257,1.0,0.0,1.0,1.0,0.8742702798488997,1.0,1.0,0.9755002021224988,1.0,1.0,1.0,0.8951715163278082,1.0,0.9870206467087209,0.9727227637205009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9952187030436045,1.0,0.9446056815654238,0.9718281915090494,1.0,0.9750234045924296,1.0,0.9334154857572288,0.9667542829672395,1.0,1.0,1.0,1.0,1.0,0,0.9832305382273615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972319021828185,0.9900466712244055,1.0,1.0,1.0,0.9757535677515564,1.0,1.0,1.0,1.0,1.0,0.9897131100025272,0.9585130093177489,1.0,1.0,1.0,0.9889689480077607,1.0,1.0,0.9683930229379493,1.0,1.0,1.0,1.0,1.0,0.9565011771709644,1.0,1.0,1.0,0.9871636535155298,1.0,1.0,1.0,0.9260329490917694,1.0,0.9862717121360918,1.0,1.0,1.0,0.98747747834138,0.9871636535155298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9582608064435159,1.0,1.0,0.975551510656046,0.9687313336574813,0.9792251937046893,1.0,0.937652031361145,1.0,0.9855057241086888,1.0,1.0,1.0,0.971867237693429,1.0,1.0,1.0,0.9580039474434192,1.0
rjones,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9509119306326184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9351796276447836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
